depth	latitude	longitude
72.4	44.523	10.009
8.1	39.926	16.011
8.6	43.213	10.876
6.9	43.247	10.827
10.4	42.979	12.951
12.4	42.983	12.959
7.8	39.917	16
20.1	42.851	11.182
8	43.446	13.033
9.3	46.687	10.833
6.1	43.411	12.49
8.7	42.964	12.667
7.1	38.077	14.86
35.1	43.236	13.559
8.7	42.281	13.329
9	42.393	13.174
16.2	41.201	14.954
10.4	43.134	12.734
8.6	43.441	12.392
9.6	42.395	13.403
13.1	42.531	12.973
11.2	42.511	13.003
9.5	45.511	10.958
9.8	45.57	10.943
9.5	45.537	10.968
8.8	45.523	10.959
9.7	45.564	10.945
9.3	43.885	11.181
6.7	43.344	13.243
37.4	44.81	10.466
5	40.889	14.548
9.6	42.162	12.969
26	44.872	10.397
6.3	39.92	16.007
27	44.852	10.393
10.5	45.533	10.971
9.3	42.819	13.076
27.2	37.785	14.62
10.2	45.57	10.955
14	43.445	12.766
8.8	45.513	10.957
10.9	45.043	7.287
15.5	43.095	13.113
7	43.401	12.493
7.5	43.393	12.473
10.2	45.56	10.953
12.1	43.107	13.112
18.5	43.09	13.119
17.9	43.126	12.893
10.1	43.497	12.562
31	44.876	10.512
10	43.79	15.86
8.7	43.414	12.454
8.9	43.402	12.398
20.1	39.357	16.864
9.9	45.549	10.951
30.4	44.881	10.52
33.6	44.815	10.534
10.4	45.555	10.954
28.3	44.867	10.507
23.3	39.368	16.892
30.5	44.848	10.508
22.9	43.101	13.382
27.6	44.869	10.518
9.9	46.807	10.538
21.8	44.806	10.496
7.5	39.916	16.008
7	44.859	10.418
5	41.518	15.603
27.6	44.89	10.532
6.4	39.929	16.02
23.2	44.904	10.535
29	44.871	10.51
8.1	39.946	15.993
13.1	40.687	15.423
6.2	45.546	10.946
10	39.91	15.97
9.8	42.519	13.195
7.6	39.944	15.993
5.2	45.495	10.947
7.3	39.915	16.013
5.9	39.925	16.026
10	42.559	13.117
37.5	39.34	15.627
7.5	39.901	16.027
9.1	39.907	16.013
10	45.532	10.954
8	45.496	10.931
7.3	45.502	10.942
10.1	45.528	10.985
8.3	45.499	10.944
8.1	45.501	10.951
8.1	45.526	10.948
7	39.935	16.017
9.1	40.158	15.969
7.2	43.333	13.269
6.7	39.908	16.024
63.1	44.063	10.149
6.6	43.458	12.486
9.5	42.301	13.48
7.8	43.442	13.008
8.5	39.91	16.037
10	46.83	14.198
7.7	39.925	16.033
7.9	39.913	16.021
10.9	40.246	15.25
8.4	43.439	13.009
7.5	43.456	13.037
5	37.547	12.999
9.9	40.319	15.982
6.9	39.913	16.015
7.9	39.919	16.003
7.7	39.913	16.008
4.8	42.414	13.365
10.6	42.933	13.162
6.5	39.925	16.029
10	47.165	11.606
10.7	44.084	11.203
10	38.417	13.541
15.8	42.557	13.133
14.5	43.49	11.84
8.5	43.301	12.559
22.1	43.277	12.505
8.1	39.903	16.031
8.1	39.915	16.007
10	43.304	12.593
10.7	39.295	15.6
7.4	43.381	13.2
10.6	42.401	13.405
6.5	43.345	13.293
8.9	39.287	16.414
10.3	39.951	16.017
5	39.954	15.348
18.6	42.839	13.205
7	43.387	13.193
7.4	39.911	16.007
9.9	42.597	13.111
6.8	39.907	16.018
10.1	43.11	12.989
8.6	43.412	13.006
10	42.241	13.553
8.7	39.9	16.023
5	42.867	12.754
6.8	39.91	16.02
10.8	42.698	11.971
20.6	44.249	10.968
6.2	43.676	12.39
7.8	39.913	16.008
7.2	39.914	16.005
9.8	42.659	13.078
8.5	39.308	15.568
8.2	39.3	15.534
12.3	42.923	13.174
6.1	39.911	16.017
3.7	43.402	12.427
10	47.541	10.125
8.6	42.27	13.538
10	42.612	15.912
11.8	43.133	14.095
5.1	39.956	15.995
6.2	41.759	13.566
8.2	39.907	16.027
13.4	42.649	13.331
9.6	42.916	12.905
7.1	40.308	15.839
6.4	43.388	13.2
7.4	39.958	16.005
6.7	39.913	16.032
6.2	39.951	16.007
7.6	39.888	16.037
18.1	44.34	10.953
14	39.313	15.565
6.8	39.9	16.019
10	39.3	15.595
8.7	39.907	16.021
25.5	39.152	16.53
20.2	44.385	10.971
4.2	39.31	15.62
11.2	39.277	15.516
11.5	39.29	15.519
15.9	39.317	15.576
26.7	39.302	15.563
27.1	44.366	11.015
10.1	44.111	10.474
9.8	43.531	12.408
7	39.887	16.185
15.4	37.113	15.479
6.7	43.394	13.21
6.8	43.377	13.202
6.9	39.936	16.016
6.3	43.383	13.194
8.6	39.939	16.022
7.1	43.385	13.201
11.1	42.883	13.105
15.3	42.92	13.205
15.8	42.908	13.18
16.6	42.908	13.182
17.8	42.911	13.168
19.1	42.902	13.169
17.7	42.911	13.173
7.1	39.899	16.039
18.3	42.518	12.615
8.2	42.483	12.693
54.5	39.862	15.854
10.5	42.318	13.405
10.8	37.198	14.838
6.5	39.915	16.006
23	44.262	10.899
15	42.532	13.16
5.9	43.617	12.174
6.8	43.392	13.186
9.6	39.914	16.015
7.3	39.903	16.044
5	41.27	13.232
3.1	45.159	14.501
9.4	45.652	10.525
9.9	39.91	16.018
6.7	43.34	13.279
5.1	42.237	13.556
8.6	39.945	15.99
21	43.106	13.412
6.3	43.353	13.228
6.8	42.858	11.188
10.2	42.868	13.051
6	42.74	12.769
6.5	43.38	13.177
14.6	43.356	12.738
11.1	42.975	12.826
9.7	44.315	7.333
10.7	42.418	13.051
8.3	42.556	13.094
9.4	42.426	13.052
11	42.409	13.029
23.3	39.622	16.796
5.6	47.214	11.52
8.8	42.946	12.988
4.9	39.922	16.017
6.6	43.377	13.198
6.5	43.376	13.198
10.9	42.558	13.168
12.3	42.792	13.26
9.6	40.232	16.154
6	37.625	15.189
14.3	41.475	14.553
10.4	40.866	16.244
7.8	39.894	16.019
15.5	42.476	13.35
11.2	42.531	13.179
6	39.919	16.03
10	42.626	15.959
10	42.633	15.882
6	42.031	13.104
12	42.549	13.172
12.8	42.546	13.163
12	42.551	13.165
7.5	39.917	16.004
7.4	43.39	13.21
12.6	42.55	13.163
9.8	42.633	13.137
8.6	39.931	16.006
8.6	39.9	16.019
14.2	42.545	13.167
7.5	39.912	16.007
7.5	43.374	13.197
13.2	42.551	13.167
10.9	43.603	12.479
11.3	42.869	12.932
7.4	43.381	13.201
10.8	42.561	13.163
12.1	42.885	13.159
5.9	39.875	16.011
8	39.899	16.02
8.5	39.897	16.017
8.9	39.907	16.019
8.8	42.696	13.185
7.3	39.959	15.999
11.5	42.544	13.163
10.4	42.53	13.198
77.3	38.779	15.548
10.5	42.85	11.675
7.6	39.918	16.001
10.7	42.914	13.134
6.8	39.911	16.003
8.1	39.912	16.011
9.6	43.008	11.128
10	42.042	13.005
6.8	39.936	16.003
12.1	42.033	13.467
9.8	39.915	16.015
11	42.539	13.17
19.6	42.532	13.182
10.7	43.399	12.601
8.9	41.623	14.099
9	42.962	13.035
6.9	39.912	16.03
8.9	44.324	10.992
12.9	43.389	12.705
17.4	43.75	12.7
8.4	43.288	12.613
16.9	42.353	13.443
8.8	43.63	12.18
10	46.666	9.969
8.1	42.7	12.821
9.3	41.532	13.79
7.3	42.585	12.582
8.6	39.893	16.191
8.4	39.917	16.034
10.5	43.379	12.067
5	43.303	12.581
2.9	46.401	12.796
7	43.338	13.226
9.9	42.503	13.385
10.1	42.491	13.355
8.2	39.943	16.011
10.3	39.917	16.015
6.7	39.919	16.006
10.4	42.991	12.993
7.7	43.445	13.022
9.1	39.91	16.015
10	47.898	14.398
5.8	36.5	15.066
6	43.342	13.245
6.6	42.87	11.186
7.5	43.35	12.516
7.1	39.939	16.015
10	42.294	13.585
8	39.957	15.997
5	42.885	12.771
6.8	43.387	13.195
9.1	43.63	12.179
9.7	42.702	13.006
10.8	42.59	13.323
15.1	42.521	13.297
8.2	39.919	16.02
316.4	40.062	15.199
7.3	39.929	16
19	43.294	12.505
8	39.931	16.029
7.8	43.317	12.534
13.7	41.992	12.749
35.4	43.059	13.265
17.5	44.296	10.736
26.3	43.882	11.608
7.4	39.909	16.011
8.3	39.897	16.022
8.9	41.881	12.563
7.1	39.924	16.002
7.5	39.912	16.01
8.1	39.918	16.022
8.5	39.919	16.039
10.9	42.927	13.023
8.5	42.916	12.974
6.6	42.798	12.972
11	44.733	7.24
8.3	42.803	12.981
7.2	42.803	13.01
11.1	41.91	14.171
8.9	39.911	16.038
6.3	39.924	16.032
2.1	46.483	13.064
25	40.056	15.863
8.1	39.925	16.029
10.6	44.547	6.885
15.4	42.523	13.297
10.7	42.562	13.164
19.3	40.009	15.948
7.2	39.913	16.004
9.1	39.908	16.036
9.1	39.908	16.013
5.8	43.348	13.246
1	47.84	14.24
10.4	43.966	10.517
10.5	42.532	13.169
10	42.566	13.132
35.7	37.804	14.591
14.5	42.552	13.153
10.6	42.544	13.173
10.6	43.025	13.098
9	43.808	11.957
7.7	39.898	16.001
14.3	43.288	12.731
8.2	43.643	12.218
5.2	42.789	12.943
8.7	43.578	12.676
8	39.907	16.004
7.8	44.382	7.252
9.7	40.245	15.912
7.2	38.066	15.527
5	43.272	12.646
5	43.316	12.617
6.7	39.892	16.01
8.1	39.915	16.009
6.2	39.91	15.991
8.3	39.892	16.007
8.4	39.89	16.017
6.6	39.905	16.009
13.7	42.592	13.308
10	42.72	13.35
10	38.54	16.08
10	38.54	16.08
9.2	38.239	15.119
13.4	43.358	12.779
14.4	42.667	12.809
6.6	42.878	12.551
5.9	42.741	13.094
36.7	38.061	15.179
6.7	39.92	16.038
9.9	42.512	13.223
9.2	38.243	15.133
10.7	43.374	12.501
11.1	42.544	13.175
9.6	40.249	15.912
22.5	37.707	14.795
11.1	42.541	13.183
10	37.811	15.353
1.8	43.182	12.332
6.7	42.612	13.1
8.7	42.48	12.693
9.2	42.706	13.101
5	42.62	11.795
5.4	42.623	11.803
10.4	42.559	13.178
10.9	42.538	13.18
9.5	40.249	15.9
8.5	40.247	15.905
13.5	42.586	13.308
14.8	40.661	15.446
10	45.757	10.959
9.8	42.604	13.183
7.9	42.71	13.097
9.6	43.605	12.138
10	43.017	12.931
9.4	42.384	12.954
8.6	43.017	12.924
10.5	43.661	12.24
14.9	43.463	12.736
9.1	46.264	12.555
9.1	39.955	16.005
15.5	42.546	13.449
35.3	37.972	14.839
4.4	42.6	11.753
9.4	42.296	13.598
11.9	44.403	7.259
10.9	43.301	12.839
58.8	38.925	15.856
7.4	39.891	16.003
10	43.174	11.079
13.2	38.065	16.104
7.8	37.87	14.48
7.2	43.409	12.55
10.5	41.766	13.608
7.2	46.323	13.242
8.3	39.925	16.007
7.8	39.922	15.995
9.4	44.095	11.108
21.1	44.339	10.622
7.9	39.948	15.998
7.6	39.946	16.002
5.9	39.947	16.003
9.8	43.38	12.536
6.7	39.918	16.004
8.6	43.379	12.538
9.6	43.381	12.528
10	47.287	10.687
23.4	43.939	11.477
7.6	39.918	16.02
5	43.224	12.319
8.2	39.92	16.027
9.8	43.139	11.031
20.4	42.902	13.386
8	41.622	16.155
10.1	42.708	12.923
11.1	41.908	13.793
8.8	39.937	16.008
12.2	44.475	7.222
16	42.503	13.285
10.9	44.364	11.959
8.8	42.83	13.148
7.6	39.925	16.002
14.6	42.577	13.212
6.7	39.901	16.011
7.5	43.155	13.12
9.6	39.944	16.007
31.8	44.217	12.644
6.3	39.928	16.021
7.1	39.904	16.009
11	38.114	14.572
17.6	38.133	14.598
7.8	42.787	13.534
6.4	39.912	16.032
6	43.34	13.252
8.1	42.992	12.977
9.8	42.476	12.661
8.5	42.664	13.183
10	37.69	12.38
9.9	42.718	12.857
7.7	42.997	12.988
6.1	43.008	12.983
7.4	42.431	13.359
6.9	43.004	12.985
6.7	43.005	12.984
7.6	42.996	12.981
5.7	42.998	12.989
7.9	42.79	12.981
9.9	39.395	16.133
5	37.171	15.186
8.1	42.72	13.04
28.3	42.898	13.757
10.2	39.923	16.026
6	39.943	15.993
29.1	44.355	10.976
7.9	42.848	12.877
10.4	42.355	13.367
84.2	39.178	15.688
7.8	39.779	16.278
10	43.384	12.612
8.2	39.955	15.996
9.4	42.402	13.439
9.1	43.233	10.881
9.3	43.359	12.843
6.2	39.944	16
7.3	39.894	16.023
8.7	43.498	12.761
9.1	43.14	12.809
14.7	42.544	13.342
10	42.122	13.328
8.7	43.414	12.497
6.9	43.353	13.232
5.6	43.128	13.067
9.1	39.419	16.154
10	41.967	13.642
5	40.746	13.014
10.8	42.229	13.513
9.3	39.388	16.138
10.3	42.937	13.025
10.6	39.319	16.087
7.6	39.393	16.167
7.5	39.411	16.2
29.9	37.781	14.522
7.3	39.926	16.009
14.5	43.401	12.761
10.5	40.249	15.913
10.8	42.575	13.139
15.3	43.423	12.744
11	42.993	12.949
5.5	39.916	16.001
7.4	46.368	12.526
7	39.924	16.003
146.8	38.447	15.485
10	42.637	13.216
6.3	39.935	15.994
11	42.963	12.872
10.6	43.195	13.057
7.7	39.95	16.002
10	42.101	15.163
7.2	39.916	16.01
7.3	39.912	16.008
11.1	43.596	12.15
7.5	42.828	13.153
3.3	43.344	13.284
11	42.951	11.07
9.3	42.224	13.743
8.1	42.448	12.426
10	37.734	14.114
8.7	39.898	16.018
9.5	39.942	16.003
10.2	43.262	12.656
10.1	42.841	13.164
7.6	43.454	13.053
15	43.418	12.743
9.3	43.571	12.402
7.4	42.559	13.214
9	39.901	16.024
7.3	39.945	15.997
8.4	42.824	13.145
73.5	44.864	12.416
85.9	44.861	12.316
10	43.321	13.282
76.1	44.861	12.407
87.7	44.867	12.39
5.8	39.915	16.012
19.5	42.527	12.605
6.5	39.914	16.03
8.6	39.929	16.025
8	39.959	16.003
16.8	42.902	12.696
11.1	44.163	7.185
6.1	39.923	16.01
9.6	43.649	13.113
9.8	42.578	13.231
10.8	42.598	13.33
10.2	42.821	13.14
10.1	43.71	12.224
26.2	42.938	13.294
9	39.944	16.017
132.8	38.384	15.395
22.7	44.529	10.003
6.8	39.946	16.001
9.8	39.941	16.009
10.1	42.676	12.995
8	39.941	15.992
5.1	39.952	15.988
7.6	46.056	12.082
28.4	42.921	13.298
7.9	46.267	13.118
9	44.233	12.281
6.9	39.931	15.989
14.5	43.404	12.8
26.8	42.947	13.283
27	42.946	13.284
17.7	38.018	14.646
21.8	42.936	13.271
26	42.945	13.284
10.3	42.821	13.137
8	42.814	13.153
5.2	40.984	16.692
10.4	43.496	11.001
10	45.336	15.05
6.3	39.932	16.014
7.4	39.937	15.994
6.8	39.934	15.993
12.5	38.516	14.585
5.7	42.863	12.688
9.5	40.242	15.907
10.3	43.394	12.509
10	46.078	14.089
9.8	43.161	12.778
10	42.448	13.115
20.3	37.27	15.198
10	46.24	14.728
12.7	42.719	13.623
6.4	39.892	16.02
13.5	43.46	12.7
10.8	43.486	11.033
7.6	39.909	16.007
14.7	43.133	13.039
8	39.928	16.028
26.8	42.966	13.686
27.4	42.967	13.699
14.5	42.517	13.421
7	39.938	16.007
5.8	42.663	12.741
10.5	39.929	16.008
27	44.113	11.932
7.8	46.369	12.527
9.4	46.075	12.137
10	44.19	12.018
7.5	42.608	12.547
7	42.725	13.232
4.5	39.93	16.017
6.9	39.938	15.999
7.9	39.926	16.001
11	46.047	7.702
7.7	42.714	13.142
10.6	43.582	12.648
9.6	42.887	12.978
11	42.383	13.394
10.7	43.461	12.58
11.1	43.166	12.963
5.3	46.385	13.747
9.8	43.353	12.758
6.6	39.937	16.019
8.5	39.937	16.016
5.9	39.937	16.006
8	42.692	13.227
9.5	42.701	13.25
7.2	39.926	16.012
11	44.72	9.487
9.8	42.462	13.352
6.8	39.954	16.001
9.1	42.717	13.072
8.6	42.416	13.402
6.7	39.921	16.021
8.7	43.972	11.845
14.3	42.724	13.65
7.5	43.972	11.823
23.2	39.63	16.839
4.9	38.236	15.12
23.2	39.612	16.81
7	38.246	15.107
5.2	42.531	12.284
9.2	38.244	15.132
9.1	38.243	15.136
6.8	38.24	15.121
7.1	39.886	16.019
26.3	38.831	12.391
8.2	39.931	16.024
10	40.497	15.849
5.5	41.698	12.956
14.3	40.499	15.187
9.7	40.485	15.117
8.3	43.378	12.5
9.7	42.298	13.327
17.7	43.126	13.48
6.4	39.917	16.024
11.4	46.706	9.758
9.4	42.718	13.641
10.6	43.914	11.839
8.4	43.97	11.842
15.9	43.305	12.741
14.8	43.305	12.73
10.2	43.939	11.845
7.5	43.963	11.834
9.2	43.962	11.859
9.2	43.959	11.856
11.8	42.041	13.475
10.6	44.169	10.99
10.4	43.935	11.87
10	43.948	11.853
7	43.929	11.799
6.6	43.913	11.797
4.9	42.775	12.926
9.2	43.963	11.863
19	42.708	13.648
10	43.951	11.856
8.7	43.968	11.855
5.8	42.414	13.318
9.9	43.945	11.849
9.4	43.951	11.849
8.2	42.844	13.019
6.2	42.579	13.251
5	39.976	16.052
9.7	42.754	12.952
6.1	42.774	12.932
6.9	42.95	12.819
67.9	37.971	16.767
9.7	42.011	13.232
9.2	38.092	15.654
9.6	42.006	13.23
24.3	37.048	15.637
22	42.686	13.598
8.8	43.948	11.875
10.6	46.532	10.966
7	39.937	16.005
10	42.013	13.21
5.7	39.949	16.003
19.1	42.896	12.812
7.7	43.938	11.909
250.1	39.935	15.808
5.9	42.383	13.329
9.8	42.402	13.319
12.9	43.443	12.908
10	43.913	11.836
8	46.68	9.764
17.9	43.623	12.652
10.2	42.906	13.025
8.4	43.375	12.612
9.4	42.402	13.304
10.4	41.667	14.223
10	42.708	12.692
10.1	41.658	14.201
9.4	41.703	14.218
7.5	43.402	12.509
9.6	39.941	16.01
8	40.052	16.001
9.4	41.927	12.703
9.1	46.671	9.754
8	45.884	11.335
9	43.96	11.865
6.4	46.687	9.738
9.2	41.649	13.426
7.8	43.952	11.844
10	46.693	9.75
6.7	39.921	16.018
10	42.614	13.119
10.1	43.831	12.047
9.3	44.317	7.377
10.8	43.073	12.994
3.1	46.216	6.462
9.5	42.415	13.323
6.8	39.939	16.01
10.8	40.863	15.335
9.7	42.901	11.917
6.4	43.189	12.833
10	42.918	13.041
9.2	43.958	11.855
9	43.961	11.856
7.8	39.868	16.054
9.4	42.7	13.638
6.9	39.942	15.997
7.5	42.781	12.738
9.7	44.267	11.02
9.3	43.951	11.853
30.4	37.859	14.909
4.4	39.837	16.25
9.1	43.423	12.575
8.8	43.968	11.864
7.7	39.905	16.013
10.3	43.888	11.829
7.9	42.573	12.685
9.7	43.946	11.857
9	43.96	11.861
7.9	43.946	11.827
9.2	43.953	11.858
12.9	42.543	13.221
5	45.814	9.651
9.6	43.953	11.863
9.5	43.954	11.861
9	43.959	11.85
9.5	43.953	11.861
9	43.954	11.85
12.5	42.049	13.456
15.3	43.218	12.745
9.4	43.957	11.839
8.7	42.612	12.546
7.9	39.942	15.999
10.2	44.504	8.425
9.4	43.952	11.859
9	43.957	11.854
9.6	43.952	11.853
13.9	42.581	13.264
8.6	43.971	11.874
7.5	43.958	11.831
8.9	43.942	11.829
8.9	43.962	11.852
9.1	43.962	11.84
16.7	43.005	13.085
6.6	39.931	16.008
10.3	39.248	17.559
9.9	43.946	11.852
8.7	43.938	11.833
8.7	43.956	11.845
9.3	43.954	11.857
9	43.952	11.842
8.3	43.945	11.821
9.2	43.953	11.85
9.6	43.953	11.866
30	37.233	16
8.3	43.336	12.521
8.1	42.626	13.042
9.3	43.954	11.84
14.6	43.553	12.331
8.5	43.952	11.849
6.9	39.938	16.001
9.8	43.945	11.849
9	43.939	11.826
9	39.951	16
9	43.962	11.86
8.2	39.956	16.004
9.5	43.955	11.855
9.4	43.954	11.853
9.4	43.954	11.856
9.1	43.957	11.851
9.3	43.952	11.853
9.2	43.957	11.851
9.3	43.956	11.854
9	43.956	11.845
10.1	42.444	13.274
6.9	39.948	15.994
5.1	42.821	12.937
8	43.984	11.853
9.4	43.947	11.834
10	43.926	11.839
7	39.906	16.006
8	43.974	11.847
11.1	43.901	11.821
9.6	43.949	11.84
9.3	43.962	11.847
8.7	43.931	11.825
9.5	43.955	11.843
9.4	43.955	11.845
9.1	43.947	11.826
10	43.943	11.843
9.6	43.951	11.843
9.3	43.965	11.857
10.2	43.929	11.837
10	43.929	11.835
9	43.953	11.841
8	43.971	11.846
9.6	43.948	11.847
9.9	43.91	11.822
9.5	43.95	11.848
10	43.926	11.837
8.6	43.948	11.824
9.5	43.953	11.847
8.6	43.951	11.83
9.2	43.954	11.851
9	43.935	11.82
9.2	43.954	11.857
9.5	43.951	11.852
9.5	43.95	11.853
9.6	43.943	11.848
9.4	43.956	11.857
9.1	43.936	11.831
9.3	43.943	11.836
8.9	43.921	11.812
9.5	43.951	11.849
8.6	43.925	11.812
8.4	43.916	11.813
8.7	43.924	11.819
9.3	43.958	11.849
9.3	43.936	11.821
9.4	43.957	11.856
8.2	43.491	12.403
10	45.882	14.065
10	45.644	14.333
16.3	44.318	10.766
5	41.742	15.353
15	44.432	7.306
7.4	39.896	16.017
6.5	39.907	16.009
33.1	37.801	14.624
5.7	43.56	11.273
8.9	39.93	16
11.1	39.841	15.712
7.8	39.936	15.996
9.3	39.912	16.012
24.2	40.575	15.324
14.4	43.328	12.634
5.6	39.919	16.029
18.8	44.151	11.422
7.4	39.947	15.998
9.9	43.435	12.581
7.4	39.951	16.004
2.3	42.086	15.112
10	43.011	13.095
4.5	38.436	14.45
10.8	43.183	12.594
9.5	42.81	13.138
5.9	39.955	16
6.3	46.307	12.814
6	43.185	12.314
6.4	39.933	16.017
23.6	40.946	15.399
8.4	42.716	13.113
9	41.193	14.961
7.9	42.357	12.938
7.9	39.921	16.034
21.4	43.156	12.882
4.5	43.328	13.221
3.9	43.335	13.214
10.7	43.012	13.095
6.4	39.932	16.016
8.7	39.919	15.995
7.8	39.903	16.019
5.1	39.926	16.013
5.5	39.949	15.995
5	39.863	15.993
9.2	42.984	12.797
9.7	42.339	13.409
10.9	42.328	13.401
10	42.339	13.398
8.3	39.889	16.005
7	43.473	11.002
17.2	41.745	12.866
8.8	41.763	13.57
10.5	42.46	13.337
6	46.057	10.631
9.6	42.928	13.451
22.6	43.103	13.388
24.7	43.102	13.402
7.5	39.945	16.018
8	39.904	16.021
25.2	43.118	13.397
24	43.109	13.375
8.1	42.676	13.158
14.4	43.448	12.896
11	45.045	14.27
10.8	45.992	10.623
2.9	37.748	14.999
10.2	42.579	13.118
7.9	42.29	13.494
7.3	39.939	15.991
5.1	42.045	13.073
9.7	42.326	13.377
8.2	39.887	16.017
8.5	39.941	16.011
10.6	43.452	12.559
8.5	39.924	16.007
6.8	39.945	16.011
6.6	39.936	16.017
8.4	42.737	13.093
17.9	42.569	13.372
16.3	42.572	13.188
13.8	42.571	13.26
10	42.328	12.715
8.5	42.786	12.999
8.9	46.472	10.528
5	39.924	16.016
9.1	42.486	13.31
9.5	42.446	13.349
9.4	42.453	13.351
7.5	42.931	13.431
9.8	46.439	13.146
14.8	43.057	13.121
7.8	39.953	16.014
8.1	44.038	11.662
14.6	42.571	13.355
8.4	42.838	12.933
14.2	43.866	11.847
9.5	43.478	12.553
5	42.063	13
8.2	42.926	13.412
14.5	42.833	13.281
14.9	42.823	13.263
18.2	42.95	13.442
8.4	39.9	16.011
10.4	43.806	12.151
5.3	39.918	16.009
15.2	40.759	15.485
10	42.91	12.654
6.9	39.921	16.011
10	47.356	7.31
12.5	42.586	13.25
7.8	39.923	16.034
13.4	42.549	13.28
5	41.44	11.773
10	39.817	15.445
4.4	39.919	16.035
7.9	39.937	16.011
7.7	39.909	16.008
10	44.911	11.185
9	40.262	15.913
8.7	39.951	16.002
8.5	39.889	16.025
14.7	39.58	16.922
8	42.228	13.469
8.1	41.764	15.412
9	39.923	15.992
7.7	43.417	12.508
6.5	39.932	16.014
9.2	42.689	13.13
18.6	43.109	13.566
7.8	39.91	16.006
11.4	45.872	11.329
6.9	39.95	15.992
10.2	42.273	13.478
7.9	39.944	16.002
5	43.47	10.995
9.1	39.929	15.99
5	44.343	7.398
9.3	41.998	13.678
9.5	42.686	12.991
8.8	42.641	12.523
9.4	42.678	13.229
5	46.458	10.556
8.5	43.422	12.396
10.4	42.413	13.352
6.9	39.94	16.022
10.3	43.407	12.636
8.4	42.602	13.122
8.6	42.664	13.184
5.5	39.964	16.001
6.7	39.941	16.011
8.6	43.216	12.84
10.7	43.806	10.477
11.5	43.619	12.566
8.1	39.947	16.006
61.4	38.484	15.765
10.6	42.942	13.104
7.9	43.391	12.5
6.7	39.92	16.024
5	37.675	15.151
6.8	39.938	15.999
9.2	42.723	13.057
8.8	39.946	15.996
7.5	39.939	15.994
10.4	43.468	12.556
8.4	39.931	15.997
8.1	39.928	16.015
23.4	42.718	13.487
7.9	39.947	15.995
6.6	39.955	16.013
10.3	42.625	13.082
9.5	42.626	13.087
7.4	39.383	16.184
7	40.686	15.371
9.2	45.864	7.507
9.7	39.925	16.018
18.2	42.703	13.634
6.2	39.92	16.01
8.1	39.92	16.023
9	39.927	15.994
7.7	41.876	12.766
8	40.687	15.366
8.1	39.944	16.002
7.7	39.958	16
10	42.588	13.109
8.9	39.948	16.003
9	39.941	16.013
10.4	42.503	13.4
11.3	41.546	14.843
10.4	43.429	12.553
7.1	45.573	10.183
8.8	43.426	12.525
9.7	42.409	13.325
9.1	43.393	12.495
10.1	41.894	13.259
8.7	46.504	10.608
9.2	43.405	8.201
11	43.578	12.304
28.2	44.242	11.4
35.6	37.872	15.893
7.5	42.808	12.94
8.5	37.832	14.99
7.5	43.921	12.027
9.9	38.243	15.126
14.5	43.35	12.767
8	42.426	13.408
6.9	39.854	15.99
7	39.988	16.011
8.5	39.94	15.999
9.9	43.381	12.596
8.5	37.752	12.834
19.7	43.126	13.223
7	43.446	12.474
22.3	42.078	13.723
7.1	39.944	15.99
10	45.507	7.621
10	43.183	10.91
16.6	43.789	12.261
7	39.947	15.998
8.2	44.537	9.394
10.9	44.543	9.468
10.7	43.142	13.192
6.2	43.37	12.522
6.8	43.346	13.242
14.9	43.445	12.733
6.5	39.952	15.993
8	39.926	15.982
8.8	39.947	15.997
6.9	39.935	15.993
8.1	39.892	16.033
8.1	43.416	12.536
9.9	43.117	12.578
8.3	43.279	12.734
5.4	42.046	13.074
10	42.844	11.175
11.1	44.015	11.735
10.5	44.033	11.736
9.5	44.155	10.849
6.2	42.819	12.933
5.7	42.819	12.931
9.4	41.998	14.012
11	42.83	12.956
22.8	43.259	12.449
8.4	42.823	12.944
11	42.293	13.324
18	42.854	13.412
10	44.129	10.873
11	45.822	11.014
13.6	40.813	15.266
23.2	43.293	12.461
8.1	43.371	13.315
7.5	39.914	16.007
8.2	39.914	16.025
6.8	39.942	15.995
11	41.543	13.821
9.4	42.87	13.093
14.6	43.133	13.062
9.1	42.868	13.097
10.1	42.873	13.084
10	40.477	16.097
6.6	39.942	15.989
21.4	44.336	10.814
9.9	38.364	14.893
10	42.878	13.086
9.2	42.411	13.303
9.5	39.903	16.013
10	42.774	12.76
6.5	43.197	12.725
7.7	42.77	12.762
9.8	43.248	12.691
36.9	43.809	12.631
9	39.489	16.619
20.1	43.206	12.892
10.2	42.934	12.747
7.5	43.341	13.268
11	46.67	9.958
7.7	39.943	15.999
7.6	39.955	16.008
19.8	42.684	13.632
9.2	42.335	13.505
6.1	42.378	13.468
9.2	42.343	13.47
11.3	42.809	13.215
10.8	42.912	12.701
10.3	44.464	6.805
10.1	42.983	13.06
10.6	42.572	13.153
5.1	42.824	12.942
18.9	43.193	12.867
6.6	39.936	16.008
128.9	38.307	14.796
7.7	39.941	15.994
9.5	39.907	16.04
5	43.618	12.399
7.9	43.315	12.737
4.7	42.968	13.127
8.2	39.939	16.01
7.2	39.934	16.019
6.6	39.922	16.01
10.3	42.464	13.422
10.4	43.054	12.726
19.7	42.693	13.646
9.6	44.153	10.869
6.6	43.35	13.238
5	43.344	13.218
6	45.749	10.794
10	42.789	12.715
19	43.447	12.792
11.3	41.857	13.712
53.1	43.277	12.895
