# latitude	longitude	depth =
44.881	11.001	7.5
44.854	11.128	3.8
39.886	16.107	8.8
42.865	13.037	10.3
44.867	11.085	6
39.892	16.11	8.4
39.89	16.11	8
39.899	16.099	8.1
43.098	12.99	13.4
43.311	12.584	12.6
44.851	11.166	5.1
43.077	12.395	9.7
39.892	16.117	4.1
39.89	16.099	8.7
44.881	11.024	7.9
44.835	11.161	10
40.608	15.82	15.7
44.854	11.169	6
43.414	12.486	8.1
43.404	12.491	8.3
43.409	12.489	8.2
39.881	16.111	8.6
44.871	10.97	7
42.961	12.974	12.1
44.851	11.046	8.7
44.88	10.96	7.9
41.61	14.26	10.2
44.877	11.319	7.6
44.792	11.402	10.4
45.834	7.383	6.7
41.606	14.279	7.6
37.217	15.458	25.4
41.642	14.362	5
44.84	11.098	8.9
44.842	11.239	9.6
44.854	11.238	8.8
36.842	14.838	28.3
41.76	13.572	8.6
43.565	12.523	11.6
41.168	14.952	15.9
37.371	14.989	10.9
43.334	13.216	5.6
44.895	11.282	6.8
44.9	10.899	4
42.955	12.913	6.1
39.876	16.116	8.6
44.854	11.244	9.1
42.892	12.769	9.6
44.841	11.23	12.7
44.836	11.334	8.7
44.882	11.006	7.4
38.977	15.453	211.8
44.79	11.395	9.6
44.878	11.052	8.4
44.845	11.226	7.7
44.865	10.976	7
44.852	10.953	3.7
44.853	11.119	6.2
44.88	11.036	3.4
44.884	10.972	6.5
44.873	11.126	7.6
44.875	11.017	7
44.891	10.903	8
44.885	10.892	6.4
44.851	11.059	9.3
42.87	12.957	10.2
44.893	10.989	3.7
44.84	11.216	7.9
43.029	12.71	9.4
39.88	16.116	5.5
39.891	16.109	8
44.89	10.909	7.4
44.801	11.343	9.5
44.883	10.948	7.8
44.891	10.929	5.6
43.451	12.378	9.1
44.88	11.032	7.3
44.88	10.963	8
44.889	10.908	7.5
44.882	10.955	6.2
44.835	11.036	8
44.871	11.041	8.3
44.868	11.12	3.8
44.874	10.917	7.2
44.882	10.943	7.7
44.895	10.902	5.3
44.872	11.038	9.4
44.876	11.08	3.3
44.889	10.906	7.9
44.877	11.02	3.4
44.8	11.425	9.6
44.888	10.987	7.7
44.89	10.904	7.6
44.886	10.897	7.5
44.895	10.958	5.4
38.071	15.1	9
44.85	11.141	9
44.885	10.973	6.8
44.881	10.944	7.3
44.859	11.142	4.8
44.887	10.95	9.6
44.882	10.938	6.8
44.887	11.074	7.5
44.884	10.932	5.7
44.888	11.008	7.6
44.882	11.075	4.3
44.817	11.267	10.6
44.878	11.076	7.9
44.884	10.933	6.3
44.799	11.403	9
46.23	8.765	11.2
38.991	16.685	9.6
44.891	10.905	7.8
44.892	10.904	7.8
44.854	11.008	14.7
44.889	10.984	7.5
44.823	11.023	11.1
44.886	10.927	7.5
43.086	13.012	13.4
44.885	11.297	3.9
44.885	10.936	8
44.89	10.904	7.8
44.887	10.91	6
44.837	11.394	8.1
42.83	12.868	10.7
44.864	11.31	8.4
44.899	10.957	3.9
44.868	11.072	7.4
40.377	15.761	9.2
42.664	13.066	11.9
44.858	11.24	6
43.649	12.5	7.9
44.882	10.964	8.6
44.865	11.053	8.2
44.832	11.233	10
44.875	11.037	8.1
40.335	15.506	9.2
44.894	10.943	4
44.888	10.914	7.5
44.878	10.966	7.8
44.882	10.972	8.6
46.263	8.075	9.8
44.867	10.985	6.9
44.884	10.919	7.1
44.882	10.966	8.3
44.881	10.966	8.5
39.869	16.107	7.3
44.886	10.926	7.2
44.885	10.952	6.1
44.849	11.105	8.8
39.852	16.12	6.9
39.891	16.106	8.7
44.878	10.914	7.6
44.881	11.053	7.9
44.871	11.051	2.8
44.883	10.91	7.9
44.883	10.941	7.7
44.883	10.901	7.2
44.884	10.922	8.2
41.184	14.917	13
44.816	11.424	8.9
44.524	6.748	10
44.886	10.902	7.9
44.867	10.951	5.6
44.892	10.963	6.2
44.885	10.906	7.8
44.884	10.918	6.5
44.879	10.935	8
39.916	16.122	6.7
39.892	16.121	8.9
44.864	10.953	8.7
44.869	11.037	8.8
44.869	10.943	7.3
44.886	10.905	7.7
44.872	10.923	8.4
44.863	10.956	8.2
39.886	16.115	9.6
44.864	10.935	8.2
44.886	10.907	7.4
44.884	10.923	6.6
44.885	10.909	7.2
44.883	10.94	6.5
44.883	10.96	7.9
44.892	10.928	9
44.872	10.931	6.8
44.863	11.065	8.7
44.884	10.938	7.6
44.873	11.128	7.2
39.885	16.115	9.6
44.888	10.932	6.6
44.872	10.928	7
44.885	10.928	7.3
44.87	10.948	7.2
44.884	10.944	5.9
44.896	10.947	6.3
44.806	11.411	5.5
44.882	10.916	8.2
44.156	10.739	10.1
44.884	10.928	7.2
44.866	10.958	8.3
44.881	10.95	7.6
44.873	10.999	4.4
44.878	10.933	7.9
44.859	11.05	8.9
44.864	10.956	8.9
44.852	11.131	7.2
44.86	11.087	7.7
44.863	10.962	3.7
44.885	10.914	8.1
44.884	10.941	7.7
44.884	10.928	6.7
44.882	10.947	5.6
44.881	10.944	4
44.884	10.938	7.3
44.867	11.042	6.1
43.177	11.36	11
44.886	10.947	8.6
43.209	11.354	10
44.885	10.937	7.9
44.884	10.944	5.1
44.849	11.123	5.8
42.61	13.142	9.4
44.865	10.908	23
43.658	12.198	8.8
44.887	10.907	7.3
44.885	10.906	7.1
43.648	12.18	9.3
43.161	12.849	14.7
44.883	10.936	7.4
44.91	11.063	17.4
44.876	10.934	7.6
44.846	11.223	6.7
44.886	10.903	7.6
44.877	10.943	7.8
44.887	10.963	5.2
44.886	10.936	7.2
39.898	16.12	10.4
44.866	10.956	7.9
44.886	10.972	7.8
44.876	10.962	7.4
44.85	11.145	6
44.88	10.942	3.7
44.882	10.925	8
41.177	14.96	14.7
44.899	10.933	7.5
44.869	10.926	9.7
44.802	11.133	22.3
44.883	10.941	3.6
41.2	15.004	9.5
42.734	13.255	13.8
44.887	10.969	3.5
43.021	12.956	13.7
44.87	11.15	7.9
44.883	10.929	6.1
44.874	10.948	7.5
44.889	10.94	8.1
44.891	10.94	9.3
44.881	10.946	7.6
39.869	16.117	8.1
44.875	10.933	7.1
44.863	10.992	6.7
44.875	10.965	7.2
44.864	10.982	7.5
44.874	10.937	7.9
44.88	10.953	7.8
44.874	10.94	7.3
44.878	10.929	7.5
44.885	10.918	7.5
44.879	10.939	7.4
44.874	10.946	7.4
44.886	10.905	8.2
44.886	10.95	8.7
38.457	15.497	132.1
42.585	13.142	12.3
44.865	11.011	7
44.888	10.875	5.3
40.357	15.831	16.1
43.223	11.373	10.8
42.813	12.926	10.9
39.881	16.113	8.3
44.882	10.974	8.6
44.881	10.973	8.9
44.869	11.238	7
44.883	11.021	7.8
39.894	16.117	10.4
44.851	11.244	8.9
44.868	11.236	6.6
44.903	11.038	6
44.805	11.384	10.2
44.854	11.068	10.3
40.528	15.602	9.7
44.892	10.905	5.8
44.894	10.912	5.3
44.88	11.013	5.4
44.874	11.068	13
44.887	11.031	12.5
44.847	11.145	7.6
39.875	16.112	8.3
38.917	15.41	240.3
39.877	16.124	8.6
38.283	13.447	42.4
44.9	10.921	3.9
43.134	12.81	9.4
42.511	13.3	15.8
44.869	10.958	5.3
39.907	16.115	4.6
44.877	11.09	7.2
44.876	11.002	5.4
44.852	11.144	6.2
43.132	13.403	23.6
37.637	14.968	8.1
45.037	7.179	14.8
38.117	15.721	14.3
42.861	12.705	8
44.88	11.017	4.9
39.888	16.109	5.3
44.787	11.448	11.2
44.857	11.052	9
39.873	16.121	8.5
39.893	16.11	6.5
44.5	6.882	8
44.857	11.313	3.8
44.86	11.089	9
44.885	11.003	6.5
44.857	11.137	5.9
44.361	7.328	12.5
44.857	11.11	7.7
39.887	16.109	8.6
44.896	10.918	4.9
44.901	10.906	3.9
38.113	15.72	12.9
44.893	10.92	4.4
44.898	10.929	3.6
44.896	10.963	5.4
44.868	11.111	3.6
44.871	11.11	6.9
44.374	12.318	33.8
44.852	11.081	7.9
44.879	10.891	6.5
44.797	11.381	10.2
39.881	16.117	8.3
39.878	16.096	7.7
44.308	7.455	15.7
39.886	16.112	8.5
44.858	11.13	6.1
44.836	11.25	9
44.886	10.998	8
39.886	16.114	7
43.065	13.506	24.8
39.884	16.112	8
44.893	11.035	3.3
44.902	10.89	4.1
42.727	13.175	10.7
43.506	10.928	4.2
44.886	11.011	7.2
44.846	11.23	8.1
38.219	15.071	10
44.867	11.326	5.2
43.05	12.949	9.7
44.862	10.98	8.6
39.899	16.101	9
44.87	10.936	7.5
44.895	10.964	4.4
39.889	16.113	7.5
38.211	15.628	53.8
42.847	13.054	10.1
44.844	11.045	11.1
44.872	11.058	3.1
44.518	6.77	9.7
39.806	16.246	10
39.891	16.12	6.4
44.844	11.071	10.8
38.741	17.973	19.9
39.878	16.105	8
44.869	11.085	7.9
39.875	16.097	7.6
44.895	10.894	5.5
39.886	16.112	5.7
39.878	16.1	9.8
44.872	11.046	7.8
43.163	10.997	9.4
43.567	12.401	10.5
44.879	11.066	11
44.869	11.076	7.9
44.871	11.044	6.9
43.162	10.992	9.4
43.162	10.995	9.1
39.906	16.111	8.6
44.861	10.957	8.4
44.868	11.131	6.9
43.596	12.294	9.9
44.831	11.143	8
39.886	16.118	8.7
38.946	14.948	140.8
44.872	11.043	7.7
43.45	12.539	10.8
38.972	16.902	8.6
44.878	11.001	8.4
39.906	16.117	6.7
44.879	11.003	7.6
44.841	11.01	8.9
44.858	11.095	8.1
40.195	16.02	6.7
38.693	18.099	20.4
44.812	11.386	9.1
44.874	11.001	7.7
44.86	11.005	7.4
44.881	11.023	7.9
44.854	11.053	8.6
41.18	14.956	15.6
44.867	10.972	8.9
44.883	11.016	6.8
38.262	15.07	10.2
39.886	16.11	7.7
42.999	12.895	9.8
44.882	10.999	9.8
39.884	16.036	8.8
43.216	12.122	10.5
39.889	16.113	6.5
44.879	11.004	8
44.881	10.996	8.7
38.873	16.435	9.2
43.394	12.526	11
44.845	11.207	7.8
42.969	6.395	10
43.209	12.738	10.5
39.889	16.111	6
44.891	10.926	7.5
43.058	12.917	10.5
44.858	11.109	7.9
39.887	16.111	7.9
44.88	11.002	7.7
46.232	13.447	8.8
44.88	11.012	3.6
43.358	12.759	11.1
41.676	12.739	12.7
44.854	11.132	6.9
37.499	15.874	32.3
44.802	11.451	11.7
44.861	11.11	7.7
44.869	11.043	8.4
44.876	10.94	6.9
42.899	13.026	6.3
44.884	11.011	3.6
37.105	15.358	8.5
44.878	11	7
43.24	12.763	10.2
44.854	11.068	8.2
44.855	11.175	8.3
44.879	10.997	9
44.796	11.452	9.2
44.88	11.02	7.8
44.881	10.946	6.9
44.871	11.071	7.9
44.909	11.027	4.5
43.009	12.977	13.3
44.879	10.902	7.6
40.258	15.92	9.7
44.877	11.056	6.6
44.791	11.446	10.2
39.884	16.117	8.4
44.896	10.936	3.4
44.904	11.093	17.3
44.885	11.236	4.8
44.878	10.894	7.2
43.402	12.605	17.5
44.895	10.923	5.4
37.037	15.132	23.4
44.868	11.055	6.8
44.787	11.416	10.3
44.892	10.904	5.8
44.861	11.098	5.7
44.862	11.097	6.8
44.864	11.097	3.8
44.875	11.018	3.5
38.482	15.526	131.2
44.427	6.943	18.3
39.862	16.108	6.4
42.58	13.449	15.1
42.5	13.377	8.8
43.372	13.193	8.2
44.881	11.022	6.4
44.862	10.958	7
44.894	10.91	4.9
44.343	7.285	11.2
44.867	11.08	3.6
43.464	12.664	11.6
44.854	11.163	7.3
44.855	11.03	8
39.872	16.116	7.9
44.898	10.896	5.6
44.862	10.956	8.7
39.03	15.968	13.8
39.033	15.978	9.9
44.897	10.912	5.4
44.892	10.926	8.5
39.038	15.983	13.6
43.369	13.202	7.3
46.143	11.165	8
44.855	11.106	8.4
44.872	11.186	10.5
44.855	11.018	3.3
38.689	15.866	86.8
41.137	14.826	16.6
44.826	11.324	7.4
44.847	11.138	6.2
41.177	14.899	15.2
44.853	11.13	4.7
39.883	16.111	8
44.877	11.376	7.4
39.885	16.118	8.8
44.871	11.07	3.4
44.849	11.147	6.2
39.872	16.118	8.6
39.876	16.112	9.6
44.884	10.886	6.7
39.909	16.119	11.5
44.888	11.057	5.8
44.854	11.078	2.8
39.899	16.112	9.9
44.862	10.959	8.6
38.97	16.914	6.7
38.972	16.907	7.6
43.443	12.496	10.8
43.468	12.719	14.8
44.875	10.995	7.1
44.894	11.069	5.3
44.872	11.035	8.4
38.941	16.486	7.8
44.902	11.028	6
44.884	11.06	3.2
44.894	11.045	8.6
44.852	11.052	10
42.82	13.191	14.6
42.595	12.55	8.5
44.834	11.085	9.1
44.876	11.025	5.1
44.864	10.958	8.7
43.573	12.578	13.7
44.289	8.008	5
44.875	10.956	4.1
44.904	10.914	3.8
39.856	16.119	6.4
38.413	15.287	129.5
44.289	7.399	10
39.872	16.125	8
38.14	15.142	9.6
44.808	11.443	8.5
44.868	10.999	8
39.88	16.116	8.4
44.86	11.036	8
44.87	10.995	7.1
37.739	15.133	32.9
44.869	11.058	9.9
44.888	10.953	7.6
44.88	11.008	8
44.892	11.053	7
44.873	11.129	7.5
44.851	11.093	9.1
44.868	11.103	9.3
44.859	11.124	7.6
44.86	11.113	3.7
44.843	11.136	3.9
44.848	10.871	10.1
44.881	10.98	8.4
44.842	11.251	9.8
44.848	11.122	7.3
44.879	11.018	3.4
44.876	11.272	8.5
44.821	11.48	6.8
44.877	11.075	3.4
39.866	16.121	7
44.857	11.131	23.5
39.871	16.109	8
44.852	11.144	6.5
44.852	11.141	6
44.88	11.077	7.1
44.822	11.196	9.6
44.851	11.044	10.6
44.88	11.023	5.5
44.889	11.077	3.4
44.867	10.974	7.1
44.911	11.256	16.1
42.522	12.98	8.7
44.863	11.166	8.6
44.87	11.012	11.2
44.866	10.933	7.2
44.873	10.877	7.9
44.854	11.139	3.7
39.876	16.224	9.8
44.9	10.944	5.5
44.892	10.917	5.8
42.911	13.292	7.6
42.594	13.21	16
44.875	11.25	4.7
44.873	10.901	8.2
42.972	13.007	14.6
39.87	16.116	8
44.851	11.316	7.5
44.852	11.138	7.7
44.87	11.127	6.7
44.862	10.974	7.1
44.866	11.101	5.5
38.965	16.922	5.8
44.828	11.246	10.8
44.866	11.08	7.7
44.848	11.063	6.8
44.897	10.928	2.7
44.867	11.084	6
39.478	16.774	33.7
44.894	10.9	5.5
44.885	11.022	6.4
44.842	11.125	5.6
39.863	16.123	7.9
44.808	11.388	8.7
41.717	13.533	9.2
44.863	10.99	8.7
44.868	10.954	7.6
39.869	16.114	7
44.867	10.955	5.5
42.847	12.942	8.7
44.895	10.923	4.6
44.847	11.103	9.1
44.88	10.959	7.7
42.98	12.996	9.4
44.881	10.991	7.5
44.886	10.952	7.3
44.881	10.937	6.7
44.867	11.078	9
44.873	11.068	9.3
44.866	11.059	9.6
38.962	16.925	6.5
44.798	11.456	10.2
44.883	11.011	7.9
44.371	10.559	48.7
44.776	11.409	17.4
44.876	11.023	9.6
44.868	11.075	7.2
44.867	11.081	3.7
44.88	10.914	8.5
44.881	10.984	6.8
44.878	10.986	7.8
44.87	10.547	32.5
44.879	10.978	10.4
44.85	11.144	7.2
44.434	7.277	12.1
44.856	11.099	7.8
44.88	10.985	8.1
44.88	10.985	8.3
44.878	11.114	8.1
38.834	15.186	260.8
44.881	11.025	7
44.854	11.215	8.2
44.86	11.114	6.8
44.848	11.106	6.4
44.877	10.933	8
44.875	11.076	3.4
44.912	11.011	11
44.818	11.447	8.3
43.13	13.171	13.5
43.331	13.243	5.8
44.829	11.328	9.4
44.881	10.984	8.8
44.865	11.306	5.7
44.859	10.916	8.8
43.239	12.288	5
44.866	10.874	8.2
39.867	16.11	7.3
44.814	11.265	12.1
42.518	12.942	12
44.855	11.276	6.5
44.892	10.906	6
44.883	10.939	5.3
42.272	13.679	10.2
44.85	11.141	6.9
44.857	11.139	5.1
44.896	10.905	4
44.878	11.028	8
44.836	11.186	9
44.792	11.452	9.4
44.868	11.025	8.1
44.868	11.114	6.1
39.871	16.112	5
44.865	10.959	9.5
44.831	11.238	9.8
44.872	11.083	8.1
43.226	13.294	18.4
39.864	16.135	8
44.797	11.396	7.9
44.833	11.228	9.4
39.804	16.199	9.2
44.847	11.166	10.4
44.874	10.954	8
44.864	11.079	6.7
44.874	10.96	7.9
44.864	10.906	21.2
44.898	10.898	4.6
44.875	11.066	3.6
44.868	11.066	11.2
44.399	7.074	8.6
44.903	10.898	5.1
44.87	11.075	9.6
44.853	10.984	8.5
44.87	11.072	7.8
44.898	10.916	5.3
44.836	11.225	9.2
44.896	10.922	5.5
44.867	11.071	4.8
43.025	13.09	8.1
44.853	11.129	6.1
44.879	11.068	17.2
44.869	11.129	7.7
42.908	6.451	11.1
44.847	11.187	20.8
44.863	11.081	10.4
44.865	11.338	3.9
44.872	11.069	3.6
44.829	11.334	8.9
43.432	12.448	7.2
44.893	10.925	3.2
44.84	11.232	8.6
44.843	11.22	8.9
39.878	16.111	8.8
44.899	10.904	4
40.834	15.619	14.5
44.839	11.39	7.9
44.858	11.304	5
39.878	16.108	7.9
44.848	11.238	8.2
44.834	11.224	8.6
42.587	13.225	15.7
42.598	13.223	16
44.867	11.083	6.7
44.865	11.084	7.8
38.427	15.362	112.3
44.848	11.236	8.4
44.842	11.227	8.6
44.853	11.164	6.9
44.882	10.898	7.1
44.852	11.172	9.5
43.275	12.724	10
43.36	12.758	13.3
44.881	11.057	8.3
42.953	12.847	9.7
39.875	16.116	8
44.852	11.289	9.3
39.895	15.595	7.5
44.842	11.275	8.7
39.871	15.569	8.1
44.86	11.01	9.7
44.876	11.112	7.3
44.891	10.906	4.8
44.851	11.14	6.1
44.866	11	7.6
44.889	10.907	6.4
44.846	11.139	7
44.87	11.076	5
44.882	10.922	7.3
44.866	11.083	7.5
44.814	11.028	6.2
44.85	11.26	8.6
39.877	16.11	8.1
44.861	11.133	6.3
44.51	6.755	13.7
44.888	10.9	6.6
44.893	10.912	7.1
44.899	10.933	5.8
44.874	10.967	6.8
44.868	11.033	4.1
44.896	11.036	4.3
44.826	11.341	10
44.861	11.009	9.8
44.859	11.045	8.1
44.871	11.068	6.8
44.882	11.024	3.4
44.869	11.08	5.5
44.901	11.032	8.3
44.865	11.075	2.3
44.858	11.076	8.1
44.884	10.9	5.5
44.901	10.969	7
44.896	10.983	4.4
44.875	10.946	7.6
44.879	10.984	7.7
44.885	11.006	7.5
44.862	11.23	11.8
44.865	11.081	8.3
44.86	11.043	8.1
44.836	11.072	11.1
44.876	11.035	3.6
44.871	10.963	3.8
44.872	11.039	8.9
44.891	10.916	5.9
39.882	16.103	8.4
39.912	16.023	7.5
44.892	10.902	5.1
44.89	10.917	5.8
44.872	10.9	7.8
39.871	16.11	8.2
44.874	11.204	7.2
44.882	10.998	7.2
44.875	10.98	8.8
44.843	11.061	8.7
44.865	11.083	3.6
44.879	10.988	7.4
44.857	11.078	8.6
44.875	11.064	6.1
44.873	10.898	8
39.876	16.115	8.2
44.872	11.076	6.7
39.889	16.11	8.5
44.873	11.004	7.8
44.862	10.96	9.2
44.835	10.998	7.5
44.845	11.234	9.3
41.161	14.901	10.8
44.858	10.982	8.5
44.9	10.946	5.7
44.834	11.142	6
39.877	16.115	8.4
44.846	11.072	5.3
44.87	11.079	8.1
44.875	10.95	7.9
44.876	11.024	5.7
44.896	10.924	5.2
44.519	6.826	10.7
44.873	10.921	7.9
39.883	16.112	8
44.89	11.059	7.5
44.9	10.917	4.5
44.857	11.126	6.2
43.309	12.696	14.3
44.894	10.947	5.5
44.896	10.95	3.9
44.887	11.056	5.9
44.895	11.063	8.2
44.795	11.451	12.5
44.892	10.901	6
44.827	11.343	10.1
38.191	15.048	8.6
44.83	11.149	10.5
44.862	11.048	8.2
44.848	11.143	7.4
44.846	11.153	8.1
44.879	11.043	8.7
44.875	11.06	5.4
44.873	11.075	7.6
45.881	8.159	10.9
44.864	11.126	6.5
43.452	12.619	10
44.852	11.054	9.8
44.89	10.956	3.7
44.886	11.006	9.8
44.892	11.263	5.7
44.853	11.078	9.1
44.769	6.762	10
44.795	6.731	8
44.89	10.902	5.2
44.868	11.063	8.1
40.039	15.951	11.1
39.871	16.119	8
39.872	16.118	7.5
39.874	16.118	7.9
44.848	11.39	5.1
44.838	11.256	6.4
44.802	11.452	10.1
44.87	11.073	4.2
43.367	12.736	18.9
44.88	10.991	7.6
44.857	11.205	8.1
44.903	10.912	6.2
44.892	10.901	6.3
44.887	10.888	6
44.887	11.028	8
44.898	10.906	4.9
44.87	11.126	6
44.873	11.058	3.8
43.377	12.714	17.1
44.861	11.082	7.8
44.863	10.974	3.7
44.869	11.156	6.8
44.843	11.23	9.3
44.842	11.231	8.8
38.096	15.197	7.1
44.857	11.108	9.5
43.106	11.07	6.6
44.901	10.948	3.9
44.888	10.965	3.5
44.865	11.077	4.7
44.894	10.907	5.7
44.872	11.072	3.5
44.888	10.95	4.6
44.866	11.089	7.8
44.78	11.433	12
44.87	11.004	7.7
44.903	11.016	8
42.9	12.876	9.4
44.837	11.214	9.1
44.83	11.168	9.5
44.875	10.89	5.6
44.891	11.029	9
44.884	10.94	3.4
44.849	11.149	5.6
43.338	13.202	6.9
44.845	11.156	6.7
44.896	10.938	3.8
43.558	12.609	10.4
44.896	10.926	5.3
44.829	11.242	8.9
44.832	11.175	7.8
44.834	11.226	9.3
44.846	11.237	4
43.962	10.517	8
44.836	11.238	10.1
44.849	11.247	7.9
44.85	11.071	8.5
44.898	10.931	1.4
44.855	11.023	7.5
38.213	14.862	118.5
44.891	10.968	4.1
44.918	10.916	8
44.831	11.16	9.8
44.891	10.928	4.4
43.157	12.544	7.6
44.873	10.969	6.3
44.511	6.722	10
44.836	11.176	8.5
44.887	10.92	5.2
44.851	11.156	6.6
44.865	11.085	8.1
44.79	11.447	11
44.882	11.017	7.4
44.896	10.954	7.7
44.866	11.152	5.3
44.512	6.764	10
44.871	11.083	7.9
44.898	10.942	3.8
44.895	10.911	5.3
44.835	11.226	9.3
44.85	11.073	10
44.845	11.107	8.4
44.89	10.92	3.8
44.869	11.08	7.9
42.402	13.097	13.7
44.854	11.151	5.6
41.131	15.017	16.1
43.382	12.6	13.6
44.841	11.231	9
44.881	10.915	7.3
44.848	11.144	7.6
44.911	10.928	7.2
44.901	10.934	3.8
44.892	10.969	5.6
44.511	6.793	11.4
44.862	11.117	3.3
44.851	11.068	10.6
44.855	11.057	9.2
39.883	16.118	7.3
44.899	10.916	5.2
44.832	11.076	10.8
44.859	10.994	8.2
44.892	10.993	10.5
44.876	11.066	8.4
44.864	10.998	7.8
44.836	11.221	9.2
44.887	10.977	4.2
44.887	10.939	5.2
39.883	16.123	8.2
41.463	13.552	10
44.896	10.966	6.4
44.863	11.083	6
44.875	10.896	6.6
44.884	10.896	7.2
44.853	11.119	5.4
44.901	10.952	3.3
44.893	10.97	7.2
44.85	11.2	8
44.866	11.12	6.8
44.844	11.068	9.2
44.891	11.043	3.8
44.864	10.954	7.2
44.895	10.944	6.3
44.87	11.076	5.5
44.871	11.067	7.8
44.832	11.265	9.4
44.888	10.968	6.9
44.862	11.323	6.1
44.882	11.053	7
43.558	12.214	8.6
44.908	10.928	4.4
44.877	11.067	4
44.892	11.003	9.2
44.899	10.928	4.4
44.894	10.917	5.3
44.932	10.945	7.8
44.888	11.056	6.4
44.903	10.945	8
44.865	11.089	8
44.894	10.933	3.8
44.87	11.093	5.3
44.888	11.021	8.8
44.897	11.038	7.5
44.86	11.017	5
44.888	10.97	6.2
44.89	10.945	3.5
44.877	10.917	4
44.88	10.894	7
44.86	11.08	6.6
44.905	11.028	8.3
44.875	10.945	7.6
44.876	11.015	7.1
44.833	11.237	10.8
44.88	11.058	7.9
44.89	10.968	7.7
44.888	11.045	5.9
44.881	10.963	5.6
39.879	16.116	8.3
44.876	10.953	7.7
44.887	11.011	7.8
44.878	10.896	7
44.835	11.208	8
44.88	10.978	3
44.856	10.94	5.5
44.842	11.203	8.8
44.826	11.247	3.3
42.829	13.175	8.2
44.893	10.975	7.6
44.87	10.969	7.3
44.858	11.133	4.2
44.881	10.892	7.2
44.536	6.776	10
39.879	16.112	8.5
44.897	10.927	4.6
44.851	11.079	9.5
44.853	11.137	7.9
44.863	11.089	8.7
44.875	10.95	7.9
44.87	11.1	3.2
44.827	11.166	8.4
44.872	11.056	8.2
39.222	15.979	40
44.873	10.951	7.5
44.934	11.048	8.2
44.861	10.972	8.3
44.87	11.071	4.9
44.824	11.167	9.9
44.894	10.962	3.5
44.888	10.939	6.6
44.891	10.968	5.6
44.896	10.926	7.5
44.866	11.083	5
44.885	10.89	3.9
44.844	11.158	15.7
44.87	11.083	10.5
42.318	13.534	9.6
44.853	11.294	10
44.89	10.984	5.8
44.833	11.195	7.6
44.885	10.926	4.5
44.882	11.018	7.8
44.862	11.099	4.5
44.907	10.964	9.4
44.837	11.23	9.4
44.897	10.916	3.8
44.895	10.931	6.5
44.881	10.996	4.1
44.904	11.03	18.4
39.876	16.118	7.8
44.876	10.947	7.6
44.894	10.966	7.8
44.852	11.134	7
44.85	11.135	6.6
44.87	11.097	15
44.881	10.897	6.3
44.856	11.102	7.4
44.872	10.898	7.7
44.894	10.916	4.3
44.893	10.966	7.8
44.811	11.452	19
44.874	11.032	3.3
44.88	11.03	8.1
44.899	10.917	5.5
44.859	10.979	4.2
44.893	10.966	7.4
44.852	11.008	8.7
44.866	11.096	8
44.888	11	7.9
44.861	11.202	8
44.796	11.395	11.4
44.875	11.008	3.2
44.903	10.909	5
44.897	10.914	4
44.847	11.133	6.6
44.895	10.905	6.9
44.89	11.032	6.5
44.884	11.014	8
44.898	10.913	5.7
44.904	10.941	4.4
44.892	11.051	6.5
44.897	10.911	5.1
44.886	10.967	3.5
44.86	11.066	9
44.86	11.236	6.3
39.876	16.125	8
44.85	11.137	6.5
44.894	10.993	9.2
44.892	10.948	6
44.897	10.927	5.1
44.879	10.959	7.2
44.895	10.939	3.2
44.868	11.077	10.5
44.9	11.102	4
44.888	11.028	7.4
44.881	10.902	7.8
38.582	15.443	151.6
39.877	16.124	8.5
39.87	16.123	7.9
44.852	11.118	7.2
44.871	11.079	4
44.886	10.972	3.5
44.96	11.02	22.5
44.91	10.992	4.4
44.884	11.006	8.7
44.822	11.028	26.6
44.863	11.136	7.8
44.888	10.916	8.2
44.888	10.988	7.8
44.885	10.968	5.6
44.865	11.107	4.2
44.868	11.062	3.1
44.872	11.084	6
44.91	10.906	8.5
44.889	10.963	3
44.894	10.954	18.3
44.835	11.14	22.4
44.896	10.932	3.9
44.878	11.044	3.2
44.787	11.423	9.5
44.9	10.906	4.8
44.895	10.923	3.9
44.878	10.935	7.6
44.877	11.033	9.3
44.864	11.072	7.7
40.765	15.319	9.2
44.875	11.041	3.2
44.854	11.115	5.5
44.875	10.957	3.9
44.896	10.914	3.8
44.903	10.932	4.2
44.895	10.914	4
44.889	11.065	10.6
44.869	11.046	7.1
44.872	11.13	6.1
44.859	11.089	11.4
44.853	11.036	2.9
44.871	10.965	5.5
44.837	11.219	9.1
44.856	11.071	9.2
44.892	10.951	5.7
44.861	11.081	8.6
44.901	10.923	4
44.896	10.922	5.6
44.866	11.081	7.1
44.84	11.082	7.5
44.874	11.061	3.5
44.855	11.16	5.2
44.688	11.111	16.1
44.894	10.947	5.8
43.409	12.76	11.1
44.866	11.085	6.8
44.845	11.046	10.7
44.855	11.12	6.1
44.871	11.078	10.9
44.898	10.916	4.8
44.854	11.13	5.4
44.837	11.092	9.2
44.852	11.075	9.1
44.853	11.045	18.2
44.857	11.155	5.6
44.879	10.977	16
44.888	10.97	5.4
44.896	10.945	5.2
44.895	10.929	4.3
44.854	11.167	7.6
44.868	10.956	4
44.891	10.966	7.2
44.842	11.156	7.4
44.866	11.073	7.2
44.87	11.07	11.4
44.876	11.006	4.4
44.885	11.029	7.6
42.499	13.141	15.3
